,turning and turning in the (All),and turning in the widening,turning in the widening gyre,mere anarchy is loosed upon (All),anarchy is loosed upon the,is loosed upon the world,The blood dimmed tide is,blood dimmed tide is loosed,dimmed tide is loosed and,tide is loosed and everywhere,the ceremony of innocence is (All),ceremony of innocence is drowned,the best lack all conviction (All),best lack all conviction while,lack all conviction while the,all conviction while the worst,surely some revelation is at (All),some revelation is at hand,Surely the Second Coming is,the second coming is at (All),second coming is at hand (All),Hardly are those words out,When a vast image out,a vast image out of,vast image out of Spiritus,image out of Spiritus Mundi,somewhere in sands of the (All),in sands of the desert,A shape with lion body,shape with lion body and,with lion body and the,lion body and the head,body and the head of,and the head of a (All),the head of a man (All),a gaze blank and pitiless (All),gaze blank and pitiless as,blank and pitiless as the,and pitiless as the sun,Is moving its slow thighs,Reel shadows of the indignant,shadows of the indignant desert,of the indignant desert birds,That twenty centuries of stony,twenty centuries of stony sleep,Were vexed to nightmare by,vexed to nightmare by a,to nightmare by a rocking,nightmare by a rocking cradle
1937,0.003597066422500461,0.0017985332112502306,0.0017985332112502306,0.0017985332112502306,0.0017985332112502306,0.0017985332112502306,0.0,0.0,0.0,0.0,0.0008992666056251153,0.0017985332112502306,0.0017985332112502306,0.0,0.0,0.0,0.0017985332112502306,0.0017985332112502306,0.0,0.0,0.0,0.0017985332112502306,0.0017985332112502306,0.0017985332112502306,0.0017985332112502306,0.0017985332112502306,0.0017985332112502306,0.0017985332112502306,0.0017985332112502306,0.0017985332112502306,0.0017985332112502306,0.0017985332112502306,0.007194132845000922,0.09891932961636485,0.08093399744835139,0.0017985332112502306,0.0017985332112502306,0.0017985332112502306,0.0017985332112502306,0.0017985332112502306,0.0017985332112502306,0.0017985332112502306,0.0017985332112502306,0.0017985332112502306,0.0017985332112502306,0.0017985332112502306,0.0017985332112502306,0.0017985332112502306,0.0017985332112502306
1938,0.004387850860432252,0.0026327104940548907,0.0026327104940548907,0.01140841199287479,0.01140841199287479,0.01140841199287479,0.0,0.0,0.0017551403663773613,0.0017551403663773613,0.006142991448854218,0.006142991448854218,0.005265420988109781,0.0017551403663773613,0.0017551403663773613,0.0017551403663773613,0.0008775701831886806,0.0008775701831886806,0.0,0.0008775701831886806,0.0008775701831886806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026327104940548907,0.0737158964980722,0.071083185892995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1939,0.011524059151390986,0.008864661005247854,0.008864661005247854,0.014183457075489514,0.014183457075489514,0.014183457075489514,0.0,0.0,0.0,0.0,0.006205262526037814,0.006205262526037814,0.008864661005247854,0.0,0.0,0.0,0.00797819499354091,0.00797819499354091,0.00531879651433087,0.00531879651433087,0.00531879651433087,0.004432330502623927,0.00531879651433087,0.00531879651433087,0.00531879651433087,0.00531879651433087,0.00531879651433087,0.00531879651433087,0.006205262526037814,0.006205262526037814,0.006205262526037814,0.006205262526037814,0.009751127016954797,0.08687367625270781,0.07889548225836762,0.004432330502623927,0.004432330502623927,0.004432330502623927,0.004432330502623927,0.00531879651433087,0.00531879651433087,0.00531879651433087,0.00531879651433087,0.00531879651433087,0.00531879651433087,0.00531879651433087,0.006205262526037814,0.006205262526037814,0.006205262526037814
1940,0.004701155464914564,0.004701155464914564,0.004701155464914564,0.005641386913168844,0.005641386913168844,0.005641386913168844,0.0,0.0,0.0,0.0,0.003760924460749493,0.003760924460749493,0.006581617917333915,0.0,0.0,0.0,0.002820693456584422,0.002820693456584422,0.002820693456584422,0.002820693456584422,0.002820693456584422,0.0009402311151873732,0.0018804622303747465,0.0018804622303747465,0.0018804622303747465,0.0018804622303747465,0.0018804622303747465,0.0018804622303747465,0.002820693456584422,0.002820693456584422,0.002820693456584422,0.002820693456584422,0.009402310929829127,0.07991964290354758,0.06299548260813026,0.0009402311151873732,0.0009402311151873732,0.0009402311151873732,0.0009402311151873732,0.0018804622303747465,0.0018804622303747465,0.0018804622303747465,0.0018804622303747465,0.0018804622303747465,0.0018804622303747465,0.0018804622303747465,0.002820693456584422,0.002820693456584422,0.002820693456584422
1941,0.0010227111379990106,0.0010227111379990106,0.0010227111379990106,0.004090844551996042,0.004090844551996042,0.004090844551996042,0.0,0.0,0.0,0.0,0.0010227111379990106,0.0010227111379990106,0.01329524490500944,0.0,0.0,0.0,0.0030681333029747293,0.0030681333029747293,0.0030681333029747293,0.0030681333029747293,0.0030681333029747293,0.0,0.0,0.0,0.0,0.0,0.0030681333029747293,0.0030681333029747293,0.002045422275998021,0.002045422275998021,0.002045422275998021,0.002045422275998021,0.0030681333029747293,0.0736351992713935,0.056249110924611045,0.0030681333029747293,0.0030681333029747293,0.0030681333029747293,0.0030681333029747293,0.0030681333029747293,0.0,0.0,0.0,0.0030681333029747293,0.0030681333029747293,0.0030681333029747293,0.0030681333029747293,0.0030681333029747293,0.0030681333029747293
1942,0.0063680409834177,0.005306700856522184,0.005306700856522184,0.009552061364104247,0.009552061364104247,0.009552061364104247,0.0,0.0,0.0,0.0,0.011674741173806069,0.01379742187168631,0.007429380666224006,0.0021226802537910316,0.0021226802537910316,0.0021226802537910316,0.005306700856522184,0.005306700856522184,0.005306700856522184,0.005306700856522184,0.005306700856522184,0.005306700856522184,0.005306700856522184,0.005306700856522184,0.005306700856522184,0.005306700856522184,0.005306700856522184,0.005306700856522184,0.005306700856522184,0.005306700856522184,0.005306700856522184,0.005306700856522184,0.011674741173806069,0.058373707645387185,0.0700484505955501,0.005306700856522184,0.005306700856522184,0.005306700856522184,0.005306700856522184,0.005306700856522184,0.005306700856522184,0.005306700856522184,0.005306700856522184,0.005306700856522184,0.005306700856522184,0.005306700856522184,0.005306700856522184,0.005306700856522184,0.005306700856522184
1943,0.0012452379127836366,0.0,0.0,0.0037357139603955147,0.0037357139603955147,0.0037357139603955147,0.0,0.0,0.0,0.0,0.002490475825567273,0.0,0.012452379127836366,0.0012452379127836366,0.0012452379127836366,0.0012452379127836366,0.002490475825567273,0.002490475825567273,0.002490475825567273,0.002490475825567273,0.002490475825567273,0.002490475825567273,0.002490475825567273,0.002490475825567273,0.002490475825567273,0.002490475825567273,0.002490475825567273,0.002490475825567273,0.002490475825567273,0.002490475825567273,0.002490475825567273,0.002490475825567273,0.0074714279207910295,0.05977142092383758,0.05479046905065843,0.002490475825567273,0.002490475825567273,0.002490475825567273,0.002490475825567273,0.002490475825567273,0.002490475825567273,0.002490475825567273,0.002490475825567273,0.002490475825567273,0.002490475825567273,0.002490475825567273,0.002490475825567273,0.002490475825567273,0.002490475825567273
1944,0.0027295661286785844,0.0027295661286785844,0.0027295661286785844,0.005459132257357169,0.005459132257357169,0.005459132257357169,0.0,0.0,0.0013647830643392922,0.0013647830643392922,0.005459132257357169,0.004094349304040179,0.010918264514714338,0.0027295661286785844,0.0027295661286785844,0.0027295661286785844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013647830643392922,0.08871089918205399,0.06550958886464286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1945,0.003585228114388883,0.0023901520762592554,0.0023901520762592554,0.013145836419425905,0.013145836419425905,0.013145836419425905,0.0,0.0,0.0,0.0,0.013145836419425905,0.013145836419425905,0.014340912457555532,0.0,0.0,0.0,0.0023901520762592554,0.0023901520762592554,0.0023901520762592554,0.0023901520762592554,0.007170456228777766,0.0023901520762592554,0.0011950760381296277,0.0023901520762592554,0.0023901520762592554,0.0011950760381296277,0.0023901520762592554,0.0023901520762592554,0.0023901520762592554,0.003585228114388883,0.003585228114388883,0.003585228114388883,0.0059753801906481385,0.05377842171583325,0.0693144102115184,0.003585228114388883,0.003585228114388883,0.003585228114388883,0.003585228114388883,0.0023901520762592554,0.0023901520762592554,0.0023901520762592554,0.0023901520762592554,0.0011950760381296277,0.0023901520762592554,0.0023901520762592554,0.0023901520762592554,0.0023901520762592554,0.0023901520762592554
1946,0.006441593369821419,0.005521365586957927,0.005521365586957927,0.006441593480843721,0.006441593480843721,0.006441593480843721,0.0,0.0,0.0,0.0,0.0082820488245261,0.0082820488245261,0.006441593480843721,0.0,0.0,0.0,0.0018404552326600765,0.0018404552326600765,0.0018404552326600765,0.0018404552326600765,0.0018404552326600765,0.0018404552326600765,0.0018404552326600765,0.0018404552326600765,0.0009202276163300382,0.0009202276163300382,0.0018404552326600765,0.0018404552326600765,0.0018404552326600765,0.0018404552326600765,0.0018404552326600765,0.0018404552326600765,0.007361820930640306,0.07729911999376782,0.05245297546307981,0.0018404552326600765,0.0018404552326600765,0.0018404552326600765,0.0018404552326600765,0.0018404552326600765,0.0018404552326600765,0.0018404552326600765,0.0018404552326600765,0.0027606827934789635,0.0027606827934789635,0.0027606827934789635,0.0027606827934789635,0.0027606827934789635,0.0027606827934789635
1947,0.0063855969401060975,0.0063855969401060975,0.005587397211570533,0.0063855969401060975,0.0063855969401060975,0.0063855969401060975,0.0,0.0,0.0,0.0,0.008780196125712791,0.008780196125712791,0.008780195903668186,0.0,0.0,0.0,0.0031927984700530487,0.0031927984700530487,0.0031927984700530487,0.0047891978161018756,0.0047891978161018756,0.0031927984700530487,0.0031927984700530487,0.0031927984700530487,0.0031927984700530487,0.0031927984700530487,0.0031927984700530487,0.0031927984700530487,0.002394598741517484,0.002394598741517484,0.002394598741517484,0.002394598741517484,0.0063855969401060975,0.07343436436713091,0.06864516421956068,0.0031927984700530487,0.0031927984700530487,0.0031927984700530487,0.0031927984700530487,0.0031927984700530487,0.002394598741517484,0.0031927984700530487,0.0031927984700530487,0.0031927984700530487,0.0031927984700530487,0.0031927984700530487,0.0031927984700530487,0.0031927984700530487,0.0031927984700530487
1948,0.007444073801821105,0.007444073801821105,0.007444073801821105,0.008932888206913958,0.008932888206913958,0.008932888206913958,0.0,0.0,0.0,0.0,0.004466444269990433,0.004466444103456979,0.0052108517500926155,0.0,0.0,0.0,0.0037220369009105525,0.0037220369009105525,0.0022332220517284895,0.0022332220517284895,0.0022332220517284895,0.0014888147381597605,0.0014888147381597605,0.0014888147381597605,0.0007444073690798803,0.0007444073690798803,0.0014888147381597605,0.0014888147381597605,0.002977629476319521,0.002977629476319521,0.002977629476319521,0.002977629476319521,0.004466444103456979,0.09900617992109062,0.07667395718335968,0.002977629476319521,0.002977629476319521,0.002977629476319521,0.002977629476319521,0.002977629476319521,0.0014888147381597605,0.0014888147381597605,0.0014888147381597605,0.0014888147381597605,0.0014888147381597605,0.0014888147381597605,0.0014888147381597605,0.0014888147381597605,0.0014888147381597605
1949,0.010782334802783566,0.010782335024828171,0.010782335024828171,0.009434542924680045,0.009434542924680045,0.012130127124976298,0.0,0.0,0.0,0.0,0.007412855551613973,0.006738959612562212,0.01886908584936009,0.0,0.0,0.0,0.0047172714623400225,0.0047172714623400225,0.0047172714623400225,0.0047172714623400225,0.0047172714623400225,0.003369479806281106,0.003369479806281106,0.005391167512414086,0.0047172714623400225,0.004043375412265959,0.007412855218547065,0.007412855218547065,0.005391167512414086,0.005391167512414086,0.005391167512414086,0.005391167512414086,0.012130127124976298,0.08288919906007663,0.06334622160153458,0.009434542924680045,0.009434542924680045,0.009434542924680045,0.009434542924680045,0.007412855218547065,0.005391167512414086,0.005391167512414086,0.005391167512414086,0.009434542924680045,0.009434542924680045,0.009434542924680045,0.009434542924680045,0.009434542924680045,0.009434542924680045
1950,0.0020169910186496054,0.0020169910186496054,0.0020169910186496054,0.003361651845779079,0.003361651845779079,0.004033982037299211,0.0,0.0,0.0006723303580535855,0.0006723303580535855,0.002689321432214342,0.002689321432214342,0.008067964074598422,0.0,0.0,0.0,0.0,0.0,0.0,0.001344660716107171,0.0033616517347567765,0.0,0.0,0.0,0.0,0.0,0.001344660716107171,0.001344660716107171,0.001344660716107171,0.001344660716107171,0.001344660716107171,0.001344660716107171,0.005378642864428684,0.07664566287202135,0.06656070361543698,0.001344660716107171,0.001344660716107171,0.001344660716107171,0.001344660716107171,0.001344660716107171,0.001344660716107171,0.001344660716107171,0.001344660716107171,0.0,0.0,0.0,0.0,0.0,0.0
1951,0.008972315335142866,0.008972315335142866,0.008972315335142866,0.007591959061414855,0.00828213675418965,0.00828213675418965,0.0,0.0,0.0,0.0,0.006211602787686843,0.006211602787686843,0.013803561182967883,0.0,0.0,0.0,0.012423205131284476,0.012423205575373686,0.010352671608870878,0.014493739541876494,0.013113383268148482,0.005521424650822837,0.005521424650822837,0.005521424650822837,0.005521424650822837,0.005521424650822837,0.005521424650822837,0.005521424650822837,0.004831246513958831,0.004831246513958831,0.004831246513958831,0.004831246513958831,0.006211602787686843,0.05728477958655276,0.08006065610466351,0.005521424650822837,0.005521424650822837,0.005521424650822837,0.005521424650822837,0.004831246513958831,0.004831246513958831,0.004141068377094825,0.004831246513958831,0.005521424650822837,0.007591959061414855,0.005521424650822837,0.007591959061414855,0.007591959061414855,0.006901780924550849
1952,0.01227358920052879,0.011591723136916698,0.011591723136916698,0.016364785082600974,0.017046652089902636,0.017046652089902636,0.0,0.0,0.0,0.0,0.015682919851656152,0.015682919851656152,0.019774116566395605,0.0,0.0,0.0,0.00613679462801997,0.00613679462801997,0.00613679462801997,0.00613679462801997,0.007500526422177245,0.007500526422177245,0.006818660747143213,0.007500526422177245,0.00613679462801997,0.00613679462801997,0.00613679462801997,0.00613679462801997,0.007500526422177245,0.007500526422177245,0.007500526422177245,0.007500526422177245,0.010227990898670214,0.09273378676066812,0.07705086513265513,0.008182392541300487,0.00886425866042373,0.00886425866042373,0.00886425866042373,0.007500526422177245,0.007500526422177245,0.007500526422177245,0.007500526422177245,0.00613679462801997,0.00613679462801997,0.00613679462801997,0.00613679462801997,0.00613679462801997,0.00613679462801997
1953,0.009742579298865905,0.008350782287891434,0.008350782287891434,0.015309767675830699,0.015309767675830699,0.016701564575782868,0.0,0.0,0.0034794924719250275,0.0034794924719250275,0.01391796988770011,0.01391796988770011,0.014613868337676195,0.0034794924719250275,0.0034794924719250275,0.0034794924719250275,0.011830274537771857,0.011830274537771857,0.010438477637819688,0.011830274648794159,0.011830274648794159,0.005567188043897886,0.011134376087795772,0.009742579187843603,0.009742579187843603,0.009046680737867518,0.008350782287891434,0.008350782287891434,0.011830274537771857,0.011830274537771857,0.011830274537771857,0.011830274537771857,0.012526172987747941,0.07654883660279665,0.09116270449638364,0.011830274537771857,0.011830274537771857,0.011830274537771857,0.011830274537771857,0.011830274537771857,0.011134376087795772,0.011134376087795772,0.011134376087795772,0.008350782287891434,0.008350782287891434,0.011134376087795772,0.011134376087795772,0.011134376087795772,0.011134376087795772
1954,0.003995752617669268,0.003995752617669268,0.003995752617669268,0.007991505235338536,0.007991505235338536,0.009323422922591362,0.0,0.0,0.0,0.0,0.01731492860201911,0.01798088788973473,0.022642598906941203,0.0,0.0,0.0,0.003995752617669268,0.003995752617669268,0.003995752617669268,0.005993629148548507,0.005993629148548507,0.00332979399608746,0.00332979399608746,0.00332979399608746,0.002663835152461047,0.002663835152461047,0.00332979399608746,0.00332979399608746,0.003995752617669268,0.003995752617669268,0.003995752617669268,0.003995752617669268,0.007991505235338536,0.06260012502812273,0.05394266339164844,0.003995752617669268,0.003995752617669268,0.003995752617669268,0.003995752617669268,0.003995752617669268,0.00332979399608746,0.00332979399608746,0.00332979399608746,0.00332979399608746,0.00332979399608746,0.00332979399608746,0.00332979399608746,0.00332979399608746,0.00332979399608746
1955,0.010108951342679973,0.010108951009613065,0.012004379712493574,0.012004379712493574,0.012004379712493574,0.012004379712493574,0.0,0.0,0.0006318094381008166,0.0006318094381008166,0.01263618915059439,0.012636188984060936,0.010740760281180428,0.0012636188762016332,0.0012636188762016332,0.0012636188762016332,0.005054475504806533,0.006318094492030468,0.00442266623323917,0.005054475671339986,0.005054475671339986,0.0025272377524032663,0.003790856517582597,0.003790856517582597,0.003790856517582597,0.003790856517582597,0.0025272377524032663,0.0025272377524032663,0.003159047246015234,0.003159047246015234,0.003159047246015234,0.003159047246015234,0.006318094492030468,0.06633998789196127,0.07897617915197941,0.003159047246015234,0.003159047246015234,0.003159047246015234,0.003159047246015234,0.0025272377524032663,0.003159047246015234,0.003159047246015234,0.003159047246015234,0.003790856517582597,0.005054475504806533,0.003790856517582597,0.003790856517582597,0.003790856517582597,0.003790856517582597
1956,0.008523374006585982,0.008523374006585982,0.008523374006585982,0.00913218656251047,0.009740999118434956,0.010349811674359444,0.0,0.0,0.0018264373347065543,0.0018264373347065543,0.014611499121741645,0.014611498677652435,0.01339387356580346,0.0018264373347065543,0.0018264373347065543,0.0018264373347065543,0.004261687003292991,0.004261687003292991,0.004261687003292991,0.004870499559217478,0.004870499559217478,0.007305749338826217,0.007305749338826217,0.007305749338826217,0.007305749338826217,0.007305749338826217,0.014002686121727947,0.014002686121727947,0.012176249342132905,0.012176249342132905,0.012176249342132905,0.014611498677652435,0.01826437312502094,0.09375711540471343,0.07305749205599454,0.014611498677652435,0.01582912290132299,0.01582912290132299,0.01582912290132299,0.014611498677652435,0.014611498677652435,0.014611498677652435,0.014611498677652435,0.007914561450661495,0.007914561450661495,0.007914561450661495,0.007914561450661495,0.007914561450661495,0.007914561450661495
1957,0.0073670438638373525,0.0073670438638373525,0.0073670438638373525,0.012467305410268636,0.01190060938682791,0.011333913363387182,0.0,0.0,0.0,0.0,0.009067131045981114,0.009067131045981114,0.030601566614052444,0.0034001741422429177,0.0034001741422429177,0.0034001741422429177,0.00396686994363904,0.00396686994363904,0.00396686994363904,0.00396686994363904,0.00396686994363904,0.00396686994363904,0.00396686994363904,0.00396686994363904,0.006800348284485835,0.006800348284485835,0.00396686994363904,0.00396686994363904,0.00396686994363904,0.00396686994363904,0.00396686994363904,0.005666956681693591,0.010767218228124875,0.07593722028964578,0.07593722028964578,0.00396686994363904,0.00396686994363904,0.00396686994363904,0.00396686994363904,0.00396686994363904,0.0034001741422429177,0.00396686994363904,0.00396686994363904,0.00396686994363904,0.005100261102342074,0.005100261102342074,0.005100261102342074,0.005100261102342074,0.005100261102342074
1958,0.009522985733312339,0.007842459126550239,0.007842459126550239,0.007842459126550239,0.007842459126550239,0.008402634144033527,0.0005601756281059522,0.0005601756281059522,0.002240702512423809,0.002240702512423809,0.007282282943332774,0.00728228322088853,0.009522985955356944,0.002240702512423809,0.002240702512423809,0.002240702512423809,0.003361053657613411,0.003361053657613411,0.003361053657613411,0.003361053657613411,0.003361053657613411,0.0028008781960409124,0.003361053657613411,0.003361053657613411,0.003361053657613411,0.003361053657613411,0.002240702512423809,0.002240702512423809,0.003361053657613411,0.003361053657613411,0.003361053657613411,0.003361053657613411,0.004481405024847618,0.06498037352642427,0.053776861186349834,0.003361053657613411,0.003361053657613411,0.003361053657613411,0.003361053657613411,0.003361053657613411,0.0028008781960409124,0.003361053657613411,0.003361053657613411,0.003921229563275119,0.004481405024847618,0.004481405024847618,0.004481405024847618,0.004481405024847618,0.003361053657613411
1959,0.011255528120646119,0.01071955058051799,0.01071955058051799,0.01822323636435641,0.018223236253334107,0.01768725965689555,0.0,0.0,0.0005359775401281297,0.0005359775401281297,0.015007370901543027,0.013399438891781301,0.019831168762696194,0.0026798876451294973,0.0026798876451294973,0.0026798876451294973,0.0032158653517910807,0.0032158653517910807,0.0026798876451294973,0.0026798876451294973,0.0026798876451294973,0.0026798876451294973,0.002143910160512519,0.0026798876451294973,0.0026798876451294973,0.0026798876451294973,0.002143910160512519,0.002143910160512519,0.003751842836408059,0.003751842836408059,0.003751842836408059,0.004287820321025038,0.012327483034368925,0.08736434020661932,0.07074903296544477,0.0037518428919192104,0.003751842836408059,0.003751842836408059,0.004823797805642016,0.0032158653517910807,0.0032158653517910807,0.0032158653517910807,0.0032158653517910807,0.0032158653517910807,0.0032158653517910807,0.0032158653517910807,0.0032158653517910807,0.0032158653517910807,0.0032158653517910807
